name,namespace,root,standard,gated_reason,has_compiled_dts,methods_defined,parameterized_methods,definition_status,definition_kind,live_status,live_runs,live_drivers,live_contexts,methods_passed,methods_failed,methods_skipped,elements_passed,elements_failed,elements_skipped,behavioral_status,behavioral_checks
access/summaries/accessFromTabSet,access,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
access/summaries/accessSummaryPage,access,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
access/summaries/accessSummaryTabSet,access,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
access/summaries/flsObjectSelector,access,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
access/summaries/objectAccessSummaryPage,access,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
access/summaries/slotOptions,access,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
access/summaries/userFieldHistoryTrackingTable,access,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
action/actionRenderer,action,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
action/actionsRibbon,action,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
action/executorLwcHeadless,action,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
action/lwcQuickActionLayout,action,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
action/quickActionWrapper,action,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
activities/activityPanelComposer,activities,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
activities/activityTimelineFixedLayout,activities,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
activities/activityTimelineFixedStencil,activities,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
adt/settings/linkToNewPage,adt,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
adt/settings/opptyStageDescriptionForm,adt,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
adt/settings/progressRing,adt,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
adt/settings/setupAssistant,adt,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
adt/settings/setupFeature,adt,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/agentExplorer,app_dev_agent,True,True,,True,5,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/agenticShell,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/backlogWorkItem,app_dev_agent,True,True,,True,11,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/baseChatInput,app_dev_agent,True,True,,True,36,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/chatPanelEmptyState,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/combobox,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/commonError,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/contentStream,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/customButtonIcon,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/customSectionsSection,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/emptyState,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/errorNotification,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/executiveSummarySection,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/homePanelChatView,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/longRunningTask,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/metadataNavigation,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/panelMessageBlock,app_dev_agent,True,True,,True,5,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/panelMessageInput,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/planBacklog,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/planPreviewLayout,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/prdLayout,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/requirementsDocument,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/scopedNotification,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/sfStudioHome,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/sfStudioProjectPanel,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/skeleton,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/statusPanel,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/streamStatus,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/studioChatInput,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/studioRecommendedUtterances,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/useCasesSection,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/utteranceAction,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
app_dev_agent/viewContainer,app_dev_agent,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/explorerView,applications,True,True,,True,27,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/metadataPickerModal,applications,True,True,,True,13,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/orgDetails,applications,True,True,,True,16,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/salesforceStudioApp,applications,True,True,,True,28,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/salesforceStudioHome,applications,True,True,,True,33,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/salesforceStudioNavigation,applications,True,True,,True,14,6,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/salesforceStudioPageHeader,applications,True,True,,True,8,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/salesforceStudioPageLayout,applications,True,True,,True,6,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/salesforceStudioWelcomeMat,applications,True,True,,True,17,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
applications/studioHomeCard,applications,True,True,,True,8,6,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/autocompleteOption,aura,True,True,,True,3,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/autocompletePanel,aura,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/body,aura,True,True,,True,34,5,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/btHomePage,aura,True,True,,True,1,1,passed,codegen,passed,8,"cdp,webdriver","account_detail,console,home,setup",0,0,0,0,0,8,not_seen,0
aura/btInstanceHomePage,aura,True,True,,True,7,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/btInstanceSetupPage,aura,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/btInstanceSignUpPage,aura,True,True,,True,12,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/btLicenseEditorPage,aura,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/btLoginPage,aura,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/btOrganizationHomePage,aura,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/button,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/buttonMenu,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/containerManager,aura,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/doubleEditorInput,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputCheckbox,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputCurrency,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputDefaultError,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputEmail,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputNumber,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputPhone,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputRadio,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputSecret,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputSelect,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputText,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputTextArea,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputTextForAutocomplete,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/inputURL,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/label,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/menuItem,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/menuList,aura,True,True,,True,2,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/mobilePanel,aura,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/modal,aura,True,True,,True,6,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/outputText,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/panel,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/panelManager2,aura,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/pill,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/pillContainer,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/tooltip,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
aura/virtualDataTable,aura,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/accordionLayoutUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/arrayPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/auraComponentInfoUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/auraComponentPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/autocompleteCombobox,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/baseEditorElement,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/baseEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/booleanPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/colorPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/commandButton,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/commandCombobox,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/commandElement,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/component,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/componentEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/componentEventUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/componentRenderer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/componentVisibilityUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/compositePropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/confirm,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dataProviderConfigurationCompactListUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dataProviderConfigurationEmptyScreenUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dataProviderConfigurationForm,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dataProviderConfigurationListUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dataProviderConfigurationModal,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dataProviderObjectSwitcher,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/defaultEmailTemplatePageTemplate,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/diEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dimensionPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dpEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/dpListUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/elementIcon,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/errorPopover,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/exampleHtmlEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/exampleInlinePropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/exampleInputPropertyEditorWithValidationMessage,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/examplePropertySheetUiContainerDropdown,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/exampleTargetSelector,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilder,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderColorSelector,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderColorSwatchPanel,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderCondition,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderForm,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderFormField,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderGroupedIconCombobox,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderModal,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionBuilderModalBody,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionEditor,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/expressionPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/focusablePropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/focusableSection,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/header,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/horizontalLayoutUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/iframeCanvasUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/imageComponent,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/imagePropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/integerPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/interactionCard,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/layout,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/listCanvas,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/listRenderer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/mergeFieldPicker,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/multilinePropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/palette,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/paletteContainer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/paletteItem,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/paletteSection,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/picklistUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/pivotalPropertySheetUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertyEditorAdapter,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertyEditorComponent,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertyEditorUiContainer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertySheetContainer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertySheetEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertySheetUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/propertySheetUiContainer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/screenPropertiesEditorContainer,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/stringPropertyEditorUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/tabsetLayoutUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/test,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/toolbar,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder/framework/verticalLayoutUi,builder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/associationList,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/associationModal,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/attributeList,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/attributeModal,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiAddItemModal,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiBasicConstraint,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiConditionalConstraint,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiConstraintExpressions,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiConstraintModelsList,builder_industries_constraints,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiConstraintsEditor,builder_industries_constraints,True,True,,True,13,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiConstraintsList,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiConstraintsListItem,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiExcludeRule,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiExpressionRowContainer,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiLeftRail,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiMessageConstraint,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiPaletteItem,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiPalettePopover,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiProductListModal,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiRequireRule,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiRequiredAttribute,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiRequiredAttributeRowContainer,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiRequiredExpression,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiSearchCombobox,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiTypesRailPanel,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/buiUnsupportedConstraint,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/cmlEditor,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/commandButton,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/constraintEditor,builder_industries_constraints,True,True,,True,30,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/header,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
builder_industries_constraints/illustration,builder_industries_constraints,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
